customerID,Contract,tenure,tenure_bucket,PaymentMethod,InternetService,MonthlyCharges,service_count,churn,churn_probability,risk_segment,shap_explanation
7030-FZTFM,Two year,72,49-72,Credit card (automatic),Fiber optic,110.9,7,0,0.05036983,Middle,"Contract=Month-to-month (-risk, SHAP -0.85); tenure (-risk, SHAP -0.84); MonthlyCharges (+risk, SHAP +0.49)"
0742-LAFQK,Two year,72,49-72,Electronic check,Fiber optic,99.15,6,0,0.05026006,Middle,"tenure (-risk, SHAP -0.97); Contract=Month-to-month (-risk, SHAP -0.96); OnlineSecurity=No (-risk, SHAP -0.34)"
9500-IWPXQ,One year,61,49-72,Electronic check,DSL,79.4,7,0,0.05023601,Middle,"Contract=Month-to-month (-risk, SHAP -0.69); tenure (-risk, SHAP -0.55); OnlineSecurity=No (-risk, SHAP -0.30)"
7816-VGHTO,Two year,6,0-6,Mailed check,DSL,40.55,3,0,0.05014047,Middle,"Contract=Month-to-month (-risk, SHAP -0.97); Contract=Two year (-risk, SHAP -0.37); OnlineSecurity=No (+risk, SHAP +0.25)"
2690-DVRVK,One year,5,0-6,Electronic check,No,20.55,1,0,0.050126698,Middle,"Contract=Month-to-month (-risk, SHAP -0.87); MonthlyCharges (-risk, SHAP -0.39); OnlineSecurity=No (-risk, SHAP -0.31)"
3569-VLDHH,One year,66,49-72,Electronic check,DSL,75.1,6,0,0.050113726,Middle,"Contract=Month-to-month (-risk, SHAP -0.73); tenure (-risk, SHAP -0.45); OnlineSecurity=No (-risk, SHAP -0.26)"
3580-HYCSP,Two year,72,49-72,Bank transfer (automatic),Fiber optic,110.3,7,0,0.05008882,Middle,"tenure (-risk, SHAP -0.95); Contract=Month-to-month (-risk, SHAP -0.89); MonthlyCharges (+risk, SHAP +0.54)"
8595-SIZNC,One year,22,13-24,Bank transfer (automatic),No,25.6,2,0,0.050006323,Middle,"Contract=Month-to-month (-risk, SHAP -0.80); MonthlyCharges (-risk, SHAP -0.34); OnlineSecurity=No (-risk, SHAP -0.24)"
8434-PNQZX,Two year,42,25-48,Credit card (automatic),DSL,78.45,6,0,0.049993627,Middle,"Contract=Month-to-month (-risk, SHAP -0.84); Contract=Two year (-risk, SHAP -0.36); tenure (-risk, SHAP -0.28)"
8189-DUKMV,One year,4,0-6,Bank transfer (automatic),No,20.5,1,0,0.04991684,Middle,"Contract=Month-to-month (-risk, SHAP -0.92); MonthlyCharges (-risk, SHAP -0.38); OnlineSecurity=No (-risk, SHAP -0.30)"
8610-ZIKJJ,One year,2,0-6,Mailed check,No,20.3,1,0,0.049861453,Middle,"Contract=Month-to-month (-risk, SHAP -0.96); MonthlyCharges (-risk, SHAP -0.37); tenure (+risk, SHAP +0.35)"
6598-RFFVI,One year,2,0-6,Credit card (automatic),No,19.3,1,1,0.049848333,Middle,"Contract=Month-to-month (-risk, SHAP -0.96); tenure (+risk, SHAP +0.35); MonthlyCharges (-risk, SHAP -0.33)"
7995-ZHHNZ,One year,42,25-48,Credit card (automatic),DSL,56.1,3,0,0.049847066,Middle,"Contract=Month-to-month (-risk, SHAP -0.83); tenure (-risk, SHAP -0.25); OnlineSecurity=No (-risk, SHAP -0.23)"
8984-HPEMB,Two year,71,49-72,Electronic check,Fiber optic,118.65,8,0,0.049794327,Middle,"tenure (-risk, SHAP -0.91); Contract=Month-to-month (-risk, SHAP -0.83); MonthlyCharges (+risk, SHAP +0.56)"
3115-JPJDD,One year,59,49-72,Credit card (automatic),Fiber optic,81.25,3,0,0.04971072,Middle,"Contract=Month-to-month (-risk, SHAP -0.90); tenure (-risk, SHAP -0.52); OnlineSecurity=No (-risk, SHAP -0.24)"
5961-VUSRV,One year,12,7-12,Bank transfer (automatic),No,19.35,1,0,0.049697243,Middle,"Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.27)"
8461-EFQYM,One year,38,25-48,Electronic check,No,24.25,2,0,0.04967481,Middle,"Contract=Month-to-month (-risk, SHAP -0.78); MonthlyCharges (-risk, SHAP -0.38); OnlineSecurity=No (-risk, SHAP -0.29)"
5256-SKJGO,Two year,64,49-72,Electronic check,DSL,54.6,4,0,0.049609575,Middle,"Contract=Month-to-month (-risk, SHAP -0.83); tenure (-risk, SHAP -0.52); Contract=Two year (-risk, SHAP -0.30)"
1832-PEUTS,Two year,62,49-72,Credit card (automatic),Fiber optic,89.1,4,0,0.049564037,Middle,"Contract=Month-to-month (-risk, SHAP -1.00); tenure (-risk, SHAP -0.63); Contract=Two year (-risk, SHAP -0.27)"
4957-TIALW,One year,15,13-24,Credit card (automatic),DSL,65.6,5,0,0.04952618,Middle,"Contract=Month-to-month (-risk, SHAP -0.81); OnlineSecurity=No (-risk, SHAP -0.24); MonthlyCharges (-risk, SHAP -0.20)"
2878-RMWXY,Two year,72,49-72,Credit card (automatic),Fiber optic,102.65,6,0,0.049507286,Middle,"tenure (-risk, SHAP -0.98); Contract=Month-to-month (-risk, SHAP -0.92); MonthlyCharges (+risk, SHAP +0.45)"
3926-YZVVX,One year,41,25-48,Bank transfer (automatic),DSL,50.05,2,0,0.049498793,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.30); MonthlyCharges (-risk, SHAP -0.20)"
8672-OAUPW,One year,51,49-72,Credit card (automatic),DSL,47.85,2,0,0.04941409,Middle,"Contract=Month-to-month (-risk, SHAP -0.76); tenure (-risk, SHAP -0.38); MonthlyCharges (-risk, SHAP -0.20)"
6727-IOTLZ,Two year,14,13-24,Mailed check,DSL,81.95,6,0,0.049359057,Middle,"Contract=Month-to-month (-risk, SHAP -0.85); Contract=Two year (-risk, SHAP -0.43); OnlineSecurity=No (+risk, SHAP +0.23)"
9589-ABEPT,Two year,69,49-72,Mailed check,Fiber optic,92.45,5,0,0.049356848,Middle,"Contract=Month-to-month (-risk, SHAP -0.93); tenure (-risk, SHAP -0.53); Contract=Two year (-risk, SHAP -0.28)"
4342-HFXWS,One year,48,25-48,Bank transfer (automatic),DSL,69.7,5,0,0.049349625,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.29); OnlineSecurity=No (-risk, SHAP -0.19)"
3082-WQRVY,One year,14,13-24,Mailed check,No,19.65,1,0,0.049332995,Middle,"Contract=Month-to-month (-risk, SHAP -0.83); MonthlyCharges (-risk, SHAP -0.31); OnlineSecurity=No (-risk, SHAP -0.26)"
4404-HIBDJ,One year,25,25-48,Mailed check,DSL,74.3,6,1,0.049135655,Middle,"Contract=Month-to-month (-risk, SHAP -0.75); OnlineSecurity=No (-risk, SHAP -0.20); tenure (-risk, SHAP -0.19)"
6670-MFRPK,Two year,69,49-72,Credit card (automatic),Fiber optic,79.2,3,0,0.049131613,Middle,"Contract=Month-to-month (-risk, SHAP -1.00); tenure (-risk, SHAP -0.55); Contract=Two year (-risk, SHAP -0.25)"
9498-FIMXL,One year,8,7-12,Mailed check,No,19.2,1,0,0.049116448,Middle,"Contract=Month-to-month (-risk, SHAP -0.85); MonthlyCharges (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.29)"
4464-JCOLN,One year,2,0-6,Mailed check,No,19.85,1,1,0.049097527,Middle,"Contract=Month-to-month (-risk, SHAP -0.96); tenure (+risk, SHAP +0.34); MonthlyCharges (-risk, SHAP -0.32)"
4111-BNXIF,Two year,67,49-72,Electronic check,DSL,59.55,5,0,0.049061153,Middle,"Contract=Month-to-month (-risk, SHAP -0.83); tenure (-risk, SHAP -0.47); Contract=Two year (-risk, SHAP -0.31)"
4933-IKULF,One year,17,13-24,Mailed check,No,20.65,1,0,0.04888527,Middle,"Contract=Month-to-month (-risk, SHAP -0.80); MonthlyCharges (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.23)"
8777-PVYGU,One year,52,49-72,Mailed check,DSL,64.3,4,0,0.04882214,Middle,"Contract=Month-to-month (-risk, SHAP -0.81); tenure (-risk, SHAP -0.38); OnlineSecurity=No (-risk, SHAP -0.21)"
3134-DSHVC,Two year,63,49-72,Credit card (automatic),Fiber optic,98.0,6,0,0.048714984,Middle,"Contract=Month-to-month (-risk, SHAP -0.90); tenure (-risk, SHAP -0.55); MonthlyCharges (+risk, SHAP +0.36)"
8975-SKGRX,Two year,71,49-72,Bank transfer (automatic),Fiber optic,116.1,8,0,0.048629053,Middle,"tenure (-risk, SHAP -0.85); Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (+risk, SHAP +0.61)"
0320-DWVTU,Two year,53,49-72,Mailed check,Fiber optic,99.5,6,0,0.048588723,Middle,"Contract=Month-to-month (-risk, SHAP -0.81); MonthlyCharges (+risk, SHAP +0.47); Contract=Two year (-risk, SHAP -0.39)"
6551-ZCOTS,One year,33,25-48,Bank transfer (automatic),No,24.9,2,0,0.048583232,Middle,"Contract=Month-to-month (-risk, SHAP -0.81); MonthlyCharges (-risk, SHAP -0.34); OnlineSecurity=No (-risk, SHAP -0.26)"
6061-GWWAV,One year,41,25-48,Mailed check,DSL,70.2,5,0,0.04854929,Middle,"Contract=Month-to-month (-risk, SHAP -0.80); tenure (-risk, SHAP -0.22); OnlineSecurity=No (-risk, SHAP -0.20)"
7765-LWVVH,Two year,72,49-72,Electronic check,Fiber optic,95.1,5,0,0.04842728,Middle,"Contract=Month-to-month (-risk, SHAP -0.96); tenure (-risk, SHAP -0.94); OnlineSecurity=No (-risk, SHAP -0.33)"
1154-HYWWO,One year,38,25-48,Mailed check,DSL,70.6,5,0,0.048379455,Middle,"Contract=Month-to-month (-risk, SHAP -0.75); tenure (-risk, SHAP -0.21); OnlineSecurity=No (-risk, SHAP -0.20)"
7247-XOZPB,One year,53,49-72,Bank transfer (automatic),DSL,77.4,6,0,0.04834317,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.22)"
1696-HXOWK,One year,71,49-72,Mailed check,Fiber optic,95.65,5,0,0.048289448,Middle,"tenure (-risk, SHAP -0.89); Contract=Month-to-month (-risk, SHAP -0.86); OnlineSecurity=No (-risk, SHAP -0.26)"
0023-UYUPN,One year,50,49-72,Electronic check,No,25.2,2,0,0.048094492,Middle,"Contract=Month-to-month (-risk, SHAP -0.76); MonthlyCharges (-risk, SHAP -0.34); tenure (-risk, SHAP -0.31)"
5327-XOKKY,Two year,72,49-72,Credit card (automatic),DSL,73.45,5,0,0.048082966,Middle,"Contract=Month-to-month (-risk, SHAP -0.88); tenure (-risk, SHAP -0.83); Contract=Two year (-risk, SHAP -0.28)"
6194-HBGQN,One year,51,49-72,Credit card (automatic),DSL,81.15,7,0,0.04807067,Middle,"Contract=Month-to-month (-risk, SHAP -0.78); tenure (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.23)"
1088-CNNKB,One year,63,49-72,Credit card (automatic),DSL,80.0,7,0,0.048031278,Middle,"Contract=Month-to-month (-risk, SHAP -0.67); tenure (-risk, SHAP -0.51); OnlineSecurity=No (-risk, SHAP -0.25)"
1929-ZCBHE,One year,47,25-48,Electronic check,DSL,40.3,3,0,0.047981653,Middle,"Contract=Month-to-month (-risk, SHAP -0.78); tenure (-risk, SHAP -0.32); OnlineSecurity=No (-risk, SHAP -0.25)"
0743-HNPFG,One year,51,49-72,Credit card (automatic),DSL,69.75,5,0,0.047969032,Middle,"Contract=Month-to-month (-risk, SHAP -0.67); tenure (-risk, SHAP -0.34); OnlineSecurity=No (-risk, SHAP -0.22)"
9866-OCCKE,Two year,72,49-72,Mailed check,Fiber optic,109.75,7,0,0.04795697,Middle,"tenure (-risk, SHAP -1.03); Contract=Month-to-month (-risk, SHAP -0.87); MonthlyCharges (+risk, SHAP +0.61)"
8029-XYPWT,Two year,71,49-72,Bank transfer (automatic),Fiber optic,115.05,8,0,0.047931507,Middle,"tenure (-risk, SHAP -0.88); Contract=Month-to-month (-risk, SHAP -0.85); MonthlyCharges (+risk, SHAP +0.60)"
4560-WQAQW,One year,59,49-72,Bank transfer (automatic),DSL,68.7,5,0,0.047929157,Middle,"Contract=Month-to-month (-risk, SHAP -0.68); tenure (-risk, SHAP -0.48); OnlineSecurity=No (-risk, SHAP -0.24)"
0458-HEUZG,Two year,13,13-24,Mailed check,DSL,35.4,2,0,0.047869626,Middle,"Contract=Month-to-month (-risk, SHAP -0.93); Contract=Two year (-risk, SHAP -0.33); MonthlyCharges (-risk, SHAP -0.25)"
3280-MRDOF,Two year,30,25-48,Credit card (automatic),DSL,69.1,5,0,0.04782746,Middle,"Contract=Month-to-month (-risk, SHAP -0.88); Contract=Two year (-risk, SHAP -0.35); tenure (-risk, SHAP -0.26)"
3487-EARAT,One year,70,49-72,Credit card (automatic),DSL,74.1,6,0,0.047790706,Middle,"Contract=Month-to-month (-risk, SHAP -0.65); tenure (-risk, SHAP -0.43); OnlineSecurity=No (-risk, SHAP -0.23)"
5214-NLTIT,Two year,72,49-72,Credit card (automatic),Fiber optic,90.8,4,0,0.047787517,Middle,"Contract=Month-to-month (-risk, SHAP -0.98); tenure (-risk, SHAP -0.89); Contract=Two year (-risk, SHAP -0.25)"
0872-CASZJ,One year,59,49-72,Mailed check,DSL,69.1,5,0,0.047762886,Middle,"Contract=Month-to-month (-risk, SHAP -0.69); tenure (-risk, SHAP -0.49); OnlineSecurity=No (-risk, SHAP -0.25)"
3146-JTQHR,One year,10,7-12,Bank transfer (automatic),No,19.6,1,0,0.047758743,Middle,"Contract=Month-to-month (-risk, SHAP -0.83); MonthlyCharges (-risk, SHAP -0.34); OnlineSecurity=No (-risk, SHAP -0.27)"
8109-YUOHE,One year,17,13-24,Mailed check,DSL,56.1,3,0,0.04769663,Middle,"Contract=Month-to-month (-risk, SHAP -0.82); OnlineSecurity=No (-risk, SHAP -0.22); MonthlyCharges (-risk, SHAP -0.20)"
2205-LPVGL,One year,58,49-72,Bank transfer (automatic),Fiber optic,89.85,5,0,0.04761898,Middle,"Contract=Month-to-month (-risk, SHAP -0.86); tenure (-risk, SHAP -0.47); OnlineSecurity=No (-risk, SHAP -0.25)"
9750-BOOHV,One year,32,25-48,Mailed check,DSL,30.15,1,0,0.047608644,Middle,"Contract=Month-to-month (-risk, SHAP -0.85); tenure (-risk, SHAP -0.27); OnlineSecurity=No (-risk, SHAP -0.23)"
8752-GHJFU,One year,71,49-72,Electronic check,Fiber optic,92.0,6,0,0.04759209,Middle,"tenure (-risk, SHAP -0.88); Contract=Month-to-month (-risk, SHAP -0.87); OnlineSecurity=No (-risk, SHAP -0.31)"
9830-ECLEN,One year,58,49-72,Mailed check,DSL,50.0,4,0,0.047588963,Middle,"Contract=Month-to-month (-risk, SHAP -0.81); tenure (-risk, SHAP -0.38); MonthlyCharges (-risk, SHAP -0.22)"
3551-GAEGL,One year,34,25-48,Bank transfer (automatic),DSL,30.4,1,0,0.047581878,Middle,"Contract=Month-to-month (-risk, SHAP -0.85); tenure (-risk, SHAP -0.27); OnlineSecurity=No (-risk, SHAP -0.23)"
5709-LVOEQ,Two year,0,0-6,Mailed check,DSL,80.85,6,0,0.047579367,Middle,"Contract=Month-to-month (-risk, SHAP -1.11); tenure (+risk, SHAP +0.53); Contract=Two year (-risk, SHAP -0.42)"
0993-OSGPT,One year,68,49-72,Bank transfer (automatic),DSL,60.65,4,0,0.047573213,Middle,"Contract=Month-to-month (-risk, SHAP -0.75); tenure (-risk, SHAP -0.56); OnlineSecurity=No (+risk, SHAP +0.20)"
7971-HLVXI,Two year,72,49-72,Credit card (automatic),Fiber optic,84.5,3,0,0.04748985,Middle,"Contract=Month-to-month (-risk, SHAP -0.98); tenure (-risk, SHAP -0.89); Contract=Two year (-risk, SHAP -0.26)"
7325-ENZFI,One year,39,25-48,Bank transfer (automatic),DSL,40.3,3,0,0.047484837,Middle,"Contract=Month-to-month (-risk, SHAP -0.80); OnlineSecurity=No (-risk, SHAP -0.25); tenure (-risk, SHAP -0.25)"
2495-TTHBQ,One year,4,0-6,Mailed check,No,20.4,1,0,0.04745776,Middle,"Contract=Month-to-month (-risk, SHAP -0.93); MonthlyCharges (-risk, SHAP -0.40); OnlineSecurity=No (-risk, SHAP -0.31)"
0254-WWRKD,One year,67,49-72,Credit card (automatic),DSL,50.55,2,0,0.047428038,Middle,"Contract=Month-to-month (-risk, SHAP -0.78); tenure (-risk, SHAP -0.47); OnlineSecurity=No (+risk, SHAP +0.19)"
4697-LUPSU,One year,2,0-6,Mailed check,No,20.2,1,0,0.047415394,Middle,"Contract=Month-to-month (-risk, SHAP -0.96); MonthlyCharges (-risk, SHAP -0.35); tenure (+risk, SHAP +0.34)"
0657-DOGUM,One year,48,25-48,Bank transfer (automatic),DSL,60.6,4,0,0.04720212,Middle,"Contract=Month-to-month (-risk, SHAP -0.80); tenure (-risk, SHAP -0.31); OnlineSecurity=No (-risk, SHAP -0.24)"
7338-ERIVA,One year,39,25-48,Bank transfer (automatic),DSL,45.05,3,0,0.047169536,Middle,"Contract=Month-to-month (-risk, SHAP -0.79); tenure (-risk, SHAP -0.25); MonthlyCharges (-risk, SHAP -0.22)"
5453-YBTWV,Two year,70,49-72,Credit card (automatic),Fiber optic,101.1,6,0,0.047120925,Middle,"Contract=Month-to-month (-risk, SHAP -0.88); MonthlyCharges (+risk, SHAP +0.45); tenure (-risk, SHAP -0.44)"
0810-DHDBD,One year,52,49-72,Credit card (automatic),DSL,74.0,6,0,0.047063846,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.21)"
9127-FHJBZ,Two year,72,49-72,Electronic check,Fiber optic,114.0,8,0,0.047024287,Middle,"tenure (-risk, SHAP -0.91); Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (+risk, SHAP +0.55)"
1402-PTHGN,One year,18,13-24,Mailed check,DSL,61.5,4,0,0.047001705,Middle,"Contract=Month-to-month (-risk, SHAP -0.78); OnlineSecurity=No (-risk, SHAP -0.23); MonthlyCharges (-risk, SHAP -0.20)"
0253-ZTEOB,Two year,48,25-48,Electronic check,DSL,79.65,6,0,0.04699625,Middle,"Contract=Month-to-month (-risk, SHAP -0.81); Contract=Two year (-risk, SHAP -0.34); tenure (-risk, SHAP -0.32)"
0254-FNMCI,Two year,72,49-72,Electronic check,Fiber optic,109.9,7,0,0.0469551,Middle,"tenure (-risk, SHAP -0.96); Contract=Month-to-month (-risk, SHAP -0.83); MonthlyCharges (+risk, SHAP +0.60)"
4056-QHXHZ,Two year,72,49-72,Mailed check,Fiber optic,107.45,7,0,0.04694221,Middle,"tenure (-risk, SHAP -0.96); Contract=Month-to-month (-risk, SHAP -0.85); MonthlyCharges (+risk, SHAP +0.63)"
8631-XVRZL,One year,9,7-12,Mailed check,No,20.15,1,0,0.04684388,Middle,"Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (-risk, SHAP -0.38); OnlineSecurity=No (-risk, SHAP -0.29)"
7710-JSYOA,Two year,69,49-72,Bank transfer (automatic),Fiber optic,93.3,5,0,0.046751242,Middle,"Contract=Month-to-month (-risk, SHAP -0.89); tenure (-risk, SHAP -0.55); Contract=Two year (-risk, SHAP -0.27)"
8760-ZRHKE,One year,71,49-72,Electronic check,DSL,69.2,5,0,0.0466077,Middle,"Contract=Month-to-month (-risk, SHAP -0.79); tenure (-risk, SHAP -0.74); OnlineSecurity=No (-risk, SHAP -0.28)"
4057-FKCZK,Two year,58,49-72,Bank transfer (automatic),Fiber optic,82.5,3,0,0.046594203,Middle,"Contract=Month-to-month (-risk, SHAP -0.98); tenure (-risk, SHAP -0.49); Contract=Two year (-risk, SHAP -0.27)"
2405-LBMUW,One year,61,49-72,Bank transfer (automatic),DSL,50.7,4,0,0.046564713,Middle,"Contract=Month-to-month (-risk, SHAP -0.69); tenure (-risk, SHAP -0.57); OnlineSecurity=No (-risk, SHAP -0.26)"
3259-QMXUN,Two year,58,49-72,Electronic check,DSL,86.1,7,0,0.046558462,Middle,"Contract=Month-to-month (-risk, SHAP -0.88); tenure (-risk, SHAP -0.41); Contract=Two year (-risk, SHAP -0.31)"
4393-OBCRR,One year,3,0-6,Mailed check,No,20.25,1,0,0.046501923,Middle,"Contract=Month-to-month (-risk, SHAP -0.95); MonthlyCharges (-risk, SHAP -0.39); OnlineSecurity=No (-risk, SHAP -0.30)"
8883-ANODQ,Two year,68,49-72,Credit card (automatic),Fiber optic,84.4,4,0,0.04648533,Middle,"Contract=Month-to-month (-risk, SHAP -1.00); tenure (-risk, SHAP -0.55); Contract=Two year (-risk, SHAP -0.28)"
6924-TDGMT,One year,11,7-12,Mailed check,No,20.55,1,0,0.046468657,Middle,"Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (-risk, SHAP -0.39); OnlineSecurity=No (-risk, SHAP -0.27)"
5414-OFQCB,Two year,57,49-72,Credit card (automatic),Fiber optic,90.45,4,0,0.04628511,Middle,"Contract=Month-to-month (-risk, SHAP -0.95); tenure (-risk, SHAP -0.50); Contract=Two year (-risk, SHAP -0.31)"
6736-DHUQI,One year,67,49-72,Bank transfer (automatic),Fiber optic,84.8,4,0,0.046229985,Middle,"Contract=Month-to-month (-risk, SHAP -0.87); tenure (-risk, SHAP -0.46); OnlineSecurity=No (-risk, SHAP -0.25)"
2667-WYLWJ,One year,8,7-12,Mailed check,No,19.75,1,1,0.04620786,Middle,"Contract=Month-to-month (-risk, SHAP -0.85); MonthlyCharges (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.28)"
8823-RLPWL,Two year,72,49-72,Credit card (automatic),Fiber optic,110.65,7,0,0.046082623,Middle,"tenure (-risk, SHAP -1.01); Contract=Month-to-month (-risk, SHAP -0.89); MonthlyCharges (+risk, SHAP +0.53)"
9670-BPNXF,One year,45,25-48,Credit card (automatic),DSL,62.55,4,0,0.04601435,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.27); OnlineSecurity=No (-risk, SHAP -0.22)"
4318-RAJVY,One year,10,7-12,Mailed check,No,19.8,1,0,0.04599817,Middle,"Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.28)"
5172-RKOCB,Two year,72,49-72,Credit card (automatic),Fiber optic,108.95,7,0,0.04585798,Middle,"tenure (-risk, SHAP -0.93); Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (+risk, SHAP +0.62)"
5173-ZXXXL,One year,2,0-6,Mailed check,No,19.95,1,0,0.04579152,Middle,"Contract=Month-to-month (-risk, SHAP -0.96); MonthlyCharges (-risk, SHAP -0.37); tenure (+risk, SHAP +0.34)"
1866-DIOQZ,One year,71,49-72,Bank transfer (automatic),DSL,66.8,6,0,0.04576359,Middle,"tenure (-risk, SHAP -0.76); Contract=Month-to-month (-risk, SHAP -0.67); OnlineSecurity=No (-risk, SHAP -0.25)"
7771-ZONAT,Two year,22,13-24,Bank transfer (automatic),DSL,56.75,4,0,0.04572935,Middle,"Contract=Month-to-month (-risk, SHAP -0.84); Contract=Two year (-risk, SHAP -0.38); TechSupport=No (-risk, SHAP -0.24)"
6893-ODYYE,One year,50,49-72,Credit card (automatic),Fiber optic,90.1,5,0,0.04571826,Middle,"Contract=Month-to-month (-risk, SHAP -0.86); tenure (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.24)"
1915-OAKWD,One year,16,13-24,Bank transfer (automatic),No,19.3,1,0,0.045701463,Middle,"Contract=Month-to-month (-risk, SHAP -0.82); MonthlyCharges (-risk, SHAP -0.34); OnlineSecurity=No (-risk, SHAP -0.27)"
2599-CIPQE,Two year,71,49-72,Credit card (automatic),Fiber optic,109.3,7,0,0.045595467,Middle,"Contract=Month-to-month (-risk, SHAP -0.81); tenure (-risk, SHAP -0.76); MonthlyCharges (+risk, SHAP +0.64)"
1763-KUAAW,One year,18,13-24,Bank transfer (automatic),No,20.35,1,0,0.04558018,Middle,"Contract=Month-to-month (-risk, SHAP -0.79); MonthlyCharges (-risk, SHAP -0.36); OnlineSecurity=No (-risk, SHAP -0.23)"
8226-BXGES,One year,64,49-72,Bank transfer (automatic),Fiber optic,89.45,5,0,0.045561016,Middle,"Contract=Month-to-month (-risk, SHAP -0.88); tenure (-risk, SHAP -0.55); OnlineSecurity=No (-risk, SHAP -0.27)"
3726-TBHQT,Two year,71,49-72,Bank transfer (automatic),Fiber optic,114.0,8,0,0.045423508,Middle,"tenure (-risk, SHAP -0.84); Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (+risk, SHAP +0.60)"
2223-GDSHL,Two year,71,49-72,Bank transfer (automatic),Fiber optic,116.05,8,0,0.045423508,Middle,"tenure (-risk, SHAP -0.84); Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (+risk, SHAP +0.60)"
9070-BCKQP,Two year,72,49-72,Credit card (automatic),Fiber optic,110.15,7,0,0.045395054,Middle,"tenure (-risk, SHAP -1.01); Contract=Month-to-month (-risk, SHAP -0.86); MonthlyCharges (+risk, SHAP +0.60)"
6837-BJYDQ,One year,3,0-6,Mailed check,No,19.6,1,0,0.045285862,Middle,"Contract=Month-to-month (-risk, SHAP -0.95); MonthlyCharges (-risk, SHAP -0.35); OnlineSecurity=No (-risk, SHAP -0.30)"
4584-LBNMK,One year,45,25-48,Credit card (automatic),No,24.7,2,0,0.04527546,Middle,"Contract=Month-to-month (-risk, SHAP -0.79); MonthlyCharges (-risk, SHAP -0.34); tenure (-risk, SHAP -0.26)"
9127-QRZMH,One year,44,25-48,Bank transfer (automatic),DSL,59.85,4,0,0.04509502,Middle,"Contract=Month-to-month (-risk, SHAP -0.77); tenure (-risk, SHAP -0.26); OnlineSecurity=No (-risk, SHAP -0.22)"
3315-IKYZQ,One year,28,25-48,Mailed check,DSL,50.8,4,0,0.045078844,Middle,"Contract=Month-to-month (-risk, SHAP -0.80); tenure (-risk, SHAP -0.25); MonthlyCharges (-risk, SHAP -0.22)"
3823-KYNQY,One year,12,7-12,Credit card (automatic),No,24.95,2,0,0.04502982,Middle,"Contract=Month-to-month (-risk, SHAP -0.84); MonthlyCharges (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.28)"
5498-IBWPI,One year,66,49-72,Credit card (automatic),DSL,49.4,2,0,0.044999167,Middle,"Contract=Month-to-month (-risk, SHAP -0.76); tenure (-risk, SHAP -0.54); MonthlyCharges (-risk, SHAP -0.20)"
5321-NTRKC,Two year,66,49-72,Bank transfer (automatic),DSL,79.85,6,0,0.044991434,Middle,"Contract=Month-to-month (-risk, SHAP -0.85); tenure (-risk, SHAP -0.46); Contract=Two year (-risk, SHAP -0.32)"
5297-MDOIR,One year,63,49-72,Credit card (automatic),Fiber optic,81.15,3,0,0.044961803,Middle,"Contract=Month-to-month (-risk, SHAP -0.90); tenure (-risk, SHAP -0.61); OnlineSecurity=No (-risk, SHAP -0.25)"
6522-OIQSX,Two year,69,49-72,Credit card (automatic),DSL,54.95,4,0,0.044956308,Middle,"Contract=Month-to-month (-risk, SHAP -0.88); tenure (-risk, SHAP -0.52); Contract=Two year (-risk, SHAP -0.31)"
1952-DVVSW,One year,10,7-12,Mailed check,No,20.1,1,0,0.044934038,Middle,"Contract=Month-to-month (-risk, SHAP -0.83); MonthlyCharges (-risk, SHAP -0.37); OnlineSecurity=No (-risk, SHAP -0.27)"
9359-UGBTK,One year,67,49-72,Bank transfer (automatic),DSL,72.35,5,0,0.04491591,Middle,"Contract=Month-to-month (-risk, SHAP -0.69); tenure (-risk, SHAP -0.51); OnlineSecurity=No (-risk, SHAP -0.24)"
